job_id,job_title,company_name,location,salary,employment_type,skills,posting_date
JID-1689,Backend Developer,CloudNet,"San Francisco, CA",Negotiable,Contract,"Java, TensorFlow, Kubernetes, SQL",01-12-2025
JID-3365,Software Engineer,,"Los Angeles, CA",$91k,Part-time,"Node.js, Docker, C++, Python",1/13/2024
JID-9329,Backend Developer,TechCorp,"Chicago, IL",Negotiable,Full-time,"SQL, Docker, React, TensorFlow",4/18/2023
JID-1902,DevOps Engineer,TechCorp,Remote,Negotiable,Contract,,06-07-2025
JID-9119,Backend Developer,TechCorp,"San Francisco, CA",$115k,Contract,"Docker, React, Kubernetes",11/28/2023
JID-3010,AI Engineer,CodeBase,"Seattle, WA",,Contract,"SQL, Kubernetes, React",02-08-2025
JID-2282,Software Engineer,InnovateX,"New York, NY",,Part-time,"Docker, React, Node.js, C++",3/22/2024
JID-2980,Software Engineer,AI Solutions,"Austin, TX",,Part-time,"Python, TensorFlow",12-02-2024
JID-4187,AI Engineer,AI Solutions,Remote,Negotiable,Part-time,"Kubernetes, Python, React, TensorFlow, C++",05-02-2023
JID-4970,Backend Developer,WebWorld,"San Francisco, CA",,Part-time,"Docker, Kubernetes, React, C++",03-03-2023
JID-3342,Cybersecurity Analyst,CyberSecure,"Austin, TX",$58k,Full-time,,11-04-2023
JID-8210,Cybersecurity Analyst,CyberSecure,Remote,$93k,Full-time,"Python, Node.js, Java",02-04-2024
JID-6689,Cybersecurity Analyst,DataWave,"Austin, TX",Negotiable,Part-time,"Node.js, Kubernetes, React, Java, Python",04-08-2025
JID-8499,Full Stack Developer,AI Solutions,"San Francisco, CA",,Full-time,"Kubernetes, Node.js, Python, Docker",6/24/2023
JID-1893,Full Stack Developer,AI Solutions,"Boston, MA",$62k,Full-time,"Docker, Python, Node.js",8/27/2023
JID-4697,Cloud Architect,CodeBase,Remote,Negotiable,,"Docker, TensorFlow, AWS, Java, Node.js",4/27/2023
JID-5569,DevOps Engineer,DevMasters,"San Francisco, CA",,Full-time,"C++, Docker, Kubernetes, Java, SQL",7/23/2023
JID-3946,Frontend Developer,CyberSecure,"Austin, TX",Negotiable,Full-time,"Kubernetes, Python, Node.js, TensorFlow, React",1/19/2025
JID-4917,Data Scientist,ML Insights,"Seattle, WA",$71k,Contract,"Kubernetes, TensorFlow, C++, SQL",07-08-2024
JID-8866,DevOps Engineer,,Remote,,Part-time,"Docker, SQL, AWS, React, Java",05-03-2025
JID-9724,Frontend Developer,ML Insights,"New York, NY",,Contract,"Python, Java, AWS",10-09-2023
JID-9079,Frontend Developer,InnovateX,Remote,$99k,Contract,,04-11-2023
JID-6724,Product Manager,InnovateX,"Chicago, IL",,Full-time,"TensorFlow, Python",8/22/2023
JID-4427,Product Manager,CodeBase,Remote,$94k,Full-time,"AWS, SQL, Kubernetes",1/14/2024
JID-9698,Cloud Architect,ML Insights,"Austin, TX",$61k,Contract,,3/21/2025
JID-8097,AI Engineer,InnovateX,"Los Angeles, CA",,,"Kubernetes, TensorFlow, C++, React",11-10-2025
JID-6137,Frontend Developer,CyberSecure,"Austin, TX",$132k,Full-time,"Java, Kubernetes, AWS, SQL, C++",07-11-2023
JID-9442,Data Scientist,CyberSecure,"New York, NY",,,"AWS, TensorFlow, Docker, C++, Python",12/23/2023
JID-2403,AI Engineer,CyberSecure,Remote,,Contract,"Kubernetes, Java, Node.js, C++, Docker",6/20/2024
JID-9853,Data Scientist,CloudNet,"San Francisco, CA",,Part-time,"Docker, TensorFlow, Kubernetes, Node.js, C++",10-03-2023
JID-4380,Cloud Architect,AI Solutions,"Boston, MA",Negotiable,Contract,"Java, Python, Docker, AWS",10-05-2023
JID-3809,Frontend Developer,InnovateX,"Boston, MA",Negotiable,Contract,"C++, SQL",5/18/2024
JID-3260,Product Manager,CyberSecure,"Austin, TX",Negotiable,Full-time,"C++, Docker",04-09-2023
JID-3123,DevOps Engineer,DevMasters,"Chicago, IL",Negotiable,Part-time,"C++, Docker",9/19/2025
JID-7596,Backend Developer,ML Insights,"New York, NY",Negotiable,Full-time,"SQL, TensorFlow, Node.js",2/25/2024
JID-1376,Frontend Developer,TechCorp,"San Francisco, CA",,Contract,"React, Kubernetes, Python, SQL",12/25/2025
JID-4711,Backend Developer,DevMasters,"San Francisco, CA",,Contract,"Kubernetes, Python, TensorFlow",7/16/2023
JID-5025,Data Scientist,CyberSecure,Remote,$133k,Full-time,"Kubernetes, C++, Python, TensorFlow",10-10-2025
JID-7728,AI Engineer,InnovateX,"New York, NY",Negotiable,Contract,"SQL, AWS, Kubernetes, Docker",11/24/2023
JID-7302,Cloud Architect,CodeBase,"Austin, TX",$102k,Contract,"React, Node.js, TensorFlow",7/17/2024
JID-7733,Cloud Architect,CloudNet,"Boston, MA",$128k,Part-time,,2/15/2025
JID-5449,Software Engineer,ML Insights,"San Francisco, CA",$68k,Full-time,"Java, C++",11-10-2025
JID-5040,Backend Developer,DataWave,"Seattle, WA",$50k,Contract,"Node.js, Kubernetes",9/24/2023
JID-7948,Product Manager,CyberSecure,"San Francisco, CA",,Part-time,"React, Java, Docker, Node.js",10-11-2025
JID-3481,DevOps Engineer,ML Insights,"New York, NY",$98k,Full-time,"React, C++, SQL, AWS",2/17/2024
JID-9094,Product Manager,,"Austin, TX",$80k,Full-time,"C++, Docker, React, SQL, Java",2/21/2023
JID-3300,Cloud Architect,TechCorp,"Seattle, WA",,Part-time,"Node.js, SQL, Docker",10/13/2023
JID-3335,DevOps Engineer,CloudNet,"Chicago, IL",Negotiable,Contract,"Kubernetes, TensorFlow, React, Docker, Python",8/17/2024
JID-2249,Software Engineer,CodeBase,"Austin, TX",Negotiable,Part-time,"C++, Docker, AWS, Java",11/27/2025
JID-3326,Cybersecurity Analyst,ML Insights,"Los Angeles, CA",Negotiable,Part-time,"Python, Java, Node.js, C++, SQL",4/15/2025
JID-7247,Cybersecurity Analyst,CyberSecure,Remote,$130k,Part-time,"AWS, React",03-10-2025
JID-3177,DevOps Engineer,CyberSecure,"Los Angeles, CA",Negotiable,Full-time,"React, AWS, Kubernetes, Python, TensorFlow",1/14/2023
JID-9686,Software Engineer,DevMasters,"Los Angeles, CA",,Contract,"Java, C++, Docker",02-05-2025
JID-9007,Data Scientist,CodeBase,"Seattle, WA",,Part-time,,1/13/2023
JID-3326,Full Stack Developer,WebWorld,"Seattle, WA",$121k,Full-time,,04-05-2023
JID-9407,Full Stack Developer,CloudNet,"Los Angeles, CA",Negotiable,Contract,,06-03-2025
JID-9528,Frontend Developer,CyberSecure,"Chicago, IL",,Full-time,"React, Docker, Node.js, TensorFlow, SQL",4/25/2023
JID-3177,Software Engineer,DataWave,"New York, NY",Negotiable,Part-time,"C++, AWS",01-04-2024
JID-4028,Software Engineer,AI Solutions,"San Francisco, CA",$139k,Part-time,"React, Docker, C++, AWS",12/13/2025
JID-5731,Cybersecurity Analyst,InnovateX,"Seattle, WA",$57k,Contract,"C++, Node.js, Java, Docker, Python",12-11-2025
JID-9847,Full Stack Developer,TechCorp,"Los Angeles, CA",,Full-time,"C++, AWS, Java",07-05-2023
JID-1366,Cybersecurity Analyst,CyberSecure,"Seattle, WA",,Full-time,,9/27/2023
JID-8524,Cybersecurity Analyst,ML Insights,"New York, NY",Negotiable,Full-time,"Java, Node.js",4/19/2023
JID-7340,Full Stack Developer,CloudNet,"Chicago, IL",,Part-time,,07-12-2024
JID-7038,Full Stack Developer,CloudNet,"Chicago, IL",$133k,Part-time,"Kubernetes, Docker, React, AWS",05-01-2024
JID-5680,Backend Developer,AI Solutions,"Los Angeles, CA",$81k,Full-time,"Python, TensorFlow, C++, AWS, SQL",7/13/2024
JID-9441,Backend Developer,DevMasters,"Austin, TX",,Full-time,"Node.js, Docker, React, Java",5/19/2023
JID-4504,Backend Developer,CloudNet,"New York, NY",,Full-time,"Java, Node.js, Docker, Python, SQL",07-09-2024
JID-9901,Full Stack Developer,CloudNet,Remote,Negotiable,Contract,"AWS, Node.js",3/15/2024
JID-6432,Full Stack Developer,InnovateX,"New York, NY",$140k,Part-time,"Java, SQL, Node.js, TensorFlow, Python",3/13/2025
JID-2411,DevOps Engineer,CloudNet,"Chicago, IL",,Full-time,"Python, Node.js",2/22/2024
JID-9566,Cloud Architect,CloudNet,"San Francisco, CA",,Contract,"React, Python, AWS",10/19/2023
JID-3196,DevOps Engineer,CyberSecure,"Austin, TX",Negotiable,Part-time,"React, Docker",12/18/2023
JID-4039,Cybersecurity Analyst,ML Insights,"Boston, MA",,Full-time,,03-06-2024
JID-8506,DevOps Engineer,TechCorp,"New York, NY",,Full-time,"SQL, TensorFlow, Docker, Python, AWS",10-03-2025
JID-9991,Frontend Developer,TechCorp,"Los Angeles, CA",Negotiable,Contract,"Docker, React, Kubernetes",05-05-2025
JID-7056,Software Engineer,,"San Francisco, CA",Negotiable,Full-time,"Kubernetes, Node.js",07-11-2025
JID-3838,Cloud Architect,TechCorp,"Seattle, WA",$64k,Full-time,"SQL, C++, AWS, Docker, Kubernetes",05-03-2024
JID-2471,Software Engineer,CloudNet,"Austin, TX",$81k,Contract,"React, Docker, SQL, Java",04-09-2025
JID-7283,Full Stack Developer,InnovateX,"Seattle, WA",,Contract,"React, AWS, Kubernetes",08-03-2023
JID-2614,DevOps Engineer,InnovateX,"Austin, TX",,Part-time,"Python, Docker",2/17/2025
JID-7997,Frontend Developer,WebWorld,"San Francisco, CA",Negotiable,Full-time,"Python, C++, Docker",6/15/2023
JID-6854,Software Engineer,DevMasters,"Austin, TX",Negotiable,Part-time,"C++, React, SQL, Java, Node.js",07-02-2023
JID-8808,Cloud Architect,DevMasters,"San Francisco, CA",$112k,Contract,"AWS, Node.js, React, C++",06-11-2023
JID-7599,Backend Developer,ML Insights,"New York, NY",,Full-time,"Node.js, SQL, TensorFlow, Kubernetes, AWS",6/24/2023
JID-6911,Cloud Architect,ML Insights,"Los Angeles, CA",Negotiable,Part-time,"AWS, TensorFlow",03-06-2023
JID-2690,Data Scientist,CloudNet,"San Francisco, CA",,Full-time,"Kubernetes, React",6/26/2024
JID-5163,Cloud Architect,ML Insights,Remote,,,"SQL, Python, React, Java, C++",6/19/2025
JID-4627,Frontend Developer,DevMasters,Remote,,Contract,"Java, Docker, Python",4/18/2024
JID-3414,Cybersecurity Analyst,DataWave,Unknown,,Part-time,"AWS, Kubernetes, C++, Python",6/14/2024
JID-9477,Software Engineer,TechCorp,"Austin, TX",,Part-time,"Java, AWS",10/26/2025
JID-9678,Cybersecurity Analyst,,"Austin, TX",$139k,Contract,"React, AWS, Kubernetes, SQL, TensorFlow",5/15/2025
JID-1328,Full Stack Developer,CodeBase,"San Francisco, CA",Negotiable,Part-time,"AWS, Docker",10-03-2024
JID-7276,Frontend Developer,WebWorld,"Boston, MA",,Full-time,"React, C++",01-12-2024
JID-3940,AI Engineer,AI Solutions,"Seattle, WA",Negotiable,Full-time,"Kubernetes, Node.js, C++",4/27/2024
JID-7295,Data Scientist,CodeBase,"San Francisco, CA",,Full-time,"SQL, Python",07-08-2025
JID-3504,Backend Developer,CodeBase,"Austin, TX",,Contract,"C++, Docker, Java, AWS, Kubernetes",11/24/2025
JID-4801,Product Manager,ML Insights,"Boston, MA",$71k,Full-time,"Docker, Java",4/19/2024
JID-3845,Cybersecurity Analyst,ML Insights,"Boston, MA",,Full-time,"React, AWS",09-02-2024
JID-6932,Software Engineer,CodeBase,"San Francisco, CA",,Contract,"TensorFlow, Java, AWS",6/13/2024
JID-5536,Frontend Developer,DataWave,"San Francisco, CA",,Full-time,"Node.js, TensorFlow, React, Kubernetes",2/28/2025
JID-8059,Product Manager,WebWorld,"Austin, TX",Negotiable,Part-time,"SQL, AWS, C++, Kubernetes",10/18/2023
JID-1769,Data Scientist,CodeBase,"San Francisco, CA",Negotiable,Part-time,"React, Python, Node.js",09-12-2025
JID-6936,Cybersecurity Analyst,DataWave,"Seattle, WA",$107k,Part-time,"Node.js, React",04-04-2024
JID-7220,Cybersecurity Analyst,ML Insights,"Boston, MA",Negotiable,Part-time,,12-04-2024
JID-8831,Software Engineer,ML Insights,"Boston, MA",Negotiable,Contract,"C++, Node.js, Docker, Java, Python",04-07-2023
JID-2922,Product Manager,AI Solutions,"New York, NY",Negotiable,Part-time,"Node.js, Kubernetes, TensorFlow, Java",06-02-2023
JID-3147,Software Engineer,AI Solutions,"Los Angeles, CA",$139k,Part-time,,01-12-2025
JID-3502,AI Engineer,InnovateX,"Chicago, IL",Negotiable,Contract,"Node.js, TensorFlow, Kubernetes, Python, React",7/22/2025
JID-7139,Product Manager,CodeBase,Unknown,Negotiable,Part-time,"C++, Docker, Java, Python, React",8/27/2024
JID-5418,Product Manager,InnovateX,"Austin, TX",$64k,Full-time,"C++, AWS",5/20/2025
JID-3862,Frontend Developer,DevMasters,"Boston, MA",$90k,Part-time,"Node.js, AWS",7/21/2023
JID-7694,Cloud Architect,TechCorp,"Austin, TX",$59k,,"SQL, Node.js, Kubernetes, Java",06-01-2023
JID-3839,AI Engineer,AI Solutions,"Boston, MA",$142k,Part-time,"Docker, C++, SQL, AWS",01-01-2024
JID-8275,Software Engineer,CodeBase,"Chicago, IL",$150k,Part-time,"AWS, C++, React, SQL",04-07-2024
JID-1872,AI Engineer,TechCorp,"New York, NY",,Contract,"TensorFlow, C++, React, Java",1/17/2024
JID-6097,Cybersecurity Analyst,CyberSecure,"Seattle, WA",$60k,Part-time,,10-12-2025
JID-1247,Cloud Architect,CloudNet,"Seattle, WA",Negotiable,Part-time,"Kubernetes, SQL, React, AWS",03-10-2024
JID-7650,Software Engineer,WebWorld,"Los Angeles, CA",$133k,Part-time,"Python, SQL, AWS, React, Java",12-11-2025
JID-5394,Cloud Architect,AI Solutions,"Seattle, WA",Negotiable,Full-time,,5/16/2024
JID-8910,Cloud Architect,WebWorld,"New York, NY",$86k,Part-time,,09-12-2024
JID-8640,Software Engineer,InnovateX,"Seattle, WA",$103k,Full-time,,3/20/2024
JID-7944,Frontend Developer,CloudNet,"Seattle, WA",Negotiable,Part-time,"C++, Java, TensorFlow",9/28/2024
JID-5078,Frontend Developer,ML Insights,"Boston, MA",,Contract,"Docker, Node.js, C++",10-05-2023
JID-2007,Data Scientist,DevMasters,"Chicago, IL",$52k,Contract,"Node.js, Kubernetes, Java",10/24/2025
JID-6434,Frontend Developer,CodeBase,"Austin, TX",,Full-time,"TensorFlow, SQL",1/22/2024
JID-1783,Cloud Architect,DevMasters,"Los Angeles, CA",Negotiable,Full-time,"AWS, Java, Docker",1/21/2023
JID-2279,Data Scientist,DataWave,"Austin, TX",Negotiable,Full-time,"AWS, Docker, Kubernetes",1/26/2024
JID-6149,Backend Developer,,"Boston, MA",$119k,Contract,,2/23/2025
JID-2571,Software Engineer,CyberSecure,Remote,,Contract,"Kubernetes, AWS, Java, Python, React",4/23/2024
JID-6705,Data Scientist,InnovateX,"New York, NY",$71k,Part-time,"Java, Python, AWS, C++",10-06-2023
JID-7367,Frontend Developer,DevMasters,"San Francisco, CA",$63k,Part-time,"TensorFlow, Java, C++",6/16/2024
JID-3833,Product Manager,TechCorp,"Seattle, WA",$135k,Part-time,"C++, Java, AWS, React, Kubernetes",9/16/2025
JID-3278,Full Stack Developer,WebWorld,"Los Angeles, CA",Negotiable,Full-time,"C++, AWS, Python",11/28/2025
JID-8394,AI Engineer,DataWave,"Chicago, IL",$131k,Full-time,"Java, Docker, TensorFlow, C++, Python",01-01-2025
JID-5961,Product Manager,CyberSecure,"Austin, TX",Negotiable,Contract,"Python, Java, SQL",10-06-2024
JID-1656,Cloud Architect,AI Solutions,"Seattle, WA",,Full-time,"AWS, C++, TensorFlow",12/23/2024
JID-3912,AI Engineer,WebWorld,"Austin, TX",$129k,Part-time,"Kubernetes, Node.js, Java, SQL",4/24/2023
JID-7659,Software Engineer,InnovateX,"Seattle, WA",Negotiable,Full-time,"Java, AWS",07-01-2023
JID-6317,Cloud Architect,TechCorp,"Los Angeles, CA",$52k,Part-time,"React, AWS, Java, Kubernetes, Python",12/27/2023
JID-9969,Cloud Architect,CloudNet,"Boston, MA",$134k,Full-time,"C++, Python, SQL",01-09-2024
JID-2383,Cloud Architect,DataWave,"New York, NY",,Part-time,"Kubernetes, TensorFlow, AWS",05-06-2025
JID-5923,Frontend Developer,DataWave,"San Francisco, CA",Negotiable,Contract,"Node.js, Java",3/20/2024
JID-7959,Product Manager,DataWave,"Chicago, IL",,Contract,"AWS, Python, Node.js, TensorFlow",02-10-2023
JID-8349,Backend Developer,CyberSecure,"Chicago, IL",Negotiable,Full-time,"Kubernetes, Python, SQL, Node.js",9/16/2025
JID-5191,Cybersecurity Analyst,,Remote,$135k,Part-time,"Node.js, Python, C++, SQL",4/17/2025
JID-1409,Full Stack Developer,CloudNet,"Austin, TX",Negotiable,Part-time,"Python, C++",04-07-2023
JID-9568,Frontend Developer,ML Insights,"Austin, TX",$96k,Part-time,"Node.js, TensorFlow, C++, Docker",10-10-2024
JID-5282,DevOps Engineer,DataWave,"Los Angeles, CA",,Full-time,"TensorFlow, C++, SQL, AWS",09-02-2023
JID-1139,Software Engineer,DataWave,Remote,$143k,Part-time,"Node.js, Docker",04-05-2023
JID-6465,AI Engineer,ML Insights,"Los Angeles, CA",Negotiable,Part-time,"Java, C++",9/16/2024
JID-7776,Cybersecurity Analyst,ML Insights,"San Francisco, CA",Negotiable,Full-time,"TensorFlow, AWS, Kubernetes, C++, Docker",11/21/2023
JID-4163,Full Stack Developer,DataWave,"Seattle, WA",,Contract,,4/13/2025
JID-5683,DevOps Engineer,WebWorld,"Boston, MA",$128k,Part-time,"Java, AWS, C++, SQL",6/20/2024
JID-4207,Cloud Architect,DevMasters,Unknown,$88k,Contract,"SQL, Java, Node.js",8/18/2024
JID-6788,Data Scientist,AI Solutions,"San Francisco, CA",,Part-time,"SQL, Docker, Kubernetes",10/24/2025
JID-9542,Data Scientist,TechCorp,"Seattle, WA",Negotiable,,"React, Python, AWS",2/26/2023
JID-4974,Product Manager,WebWorld,"New York, NY",,,"Java, React, TensorFlow, Python",09-01-2025
JID-4022,Backend Developer,CloudNet,"Austin, TX",$122k,Full-time,"Python, TensorFlow, Docker, Kubernetes, Node.js",6/27/2024
JID-9993,Product Manager,CloudNet,"New York, NY",,Contract,"C++, Docker, Java",4/25/2023
JID-7672,Full Stack Developer,CyberSecure,"Boston, MA",,Part-time,"C++, Docker",6/25/2024
JID-1806,Cybersecurity Analyst,CyberSecure,"Seattle, WA",Negotiable,Full-time,"TensorFlow, Kubernetes, Docker, Node.js, AWS",1/25/2025
JID-7035,Frontend Developer,DataWave,"San Francisco, CA",Negotiable,Contract,"Node.js, Java, TensorFlow, AWS, Kubernetes",03-01-2023
JID-1886,DevOps Engineer,AI Solutions,"Seattle, WA",,Full-time,"SQL, TensorFlow, C++, Kubernetes",04-10-2025
JID-5495,Frontend Developer,DevMasters,"New York, NY",Negotiable,Part-time,"Python, React, Docker, AWS, Java",12-02-2023
JID-4874,DevOps Engineer,CloudNet,"Boston, MA",Negotiable,Contract,"Node.js, SQL, Java, C++",7/20/2024
JID-5410,Frontend Developer,WebWorld,Remote,Negotiable,Contract,"Node.js, C++, AWS",1/26/2024
JID-4334,Cybersecurity Analyst,CyberSecure,"New York, NY",Negotiable,Part-time,,8/15/2023
JID-8806,Product Manager,WebWorld,"San Francisco, CA",Negotiable,Contract,"Node.js, C++, Python, SQL, TensorFlow",03-03-2023
JID-8884,Full Stack Developer,CodeBase,"Austin, TX",Negotiable,Full-time,"AWS, React",10/21/2024
JID-9055,Frontend Developer,InnovateX,Remote,Negotiable,Contract,"C++, Kubernetes",10-05-2024
JID-3420,Software Engineer,TechCorp,"Los Angeles, CA",,Full-time,"Docker, SQL",7/23/2024
JID-2283,Frontend Developer,CodeBase,Remote,,Full-time,"Python, Node.js, TensorFlow, C++, Kubernetes",1/25/2023
JID-7441,Backend Developer,ML Insights,"Chicago, IL",Negotiable,Part-time,"Node.js, SQL",11-02-2025
JID-3201,Software Engineer,AI Solutions,Remote,$69k,Part-time,"TensorFlow, Kubernetes, SQL, C++",9/19/2023
JID-6683,Product Manager,DevMasters,"Seattle, WA",,Part-time,"Docker, TensorFlow, C++, AWS",6/23/2023
JID-4252,Data Scientist,DevMasters,"New York, NY",$73k,Part-time,"TensorFlow, Kubernetes",02-05-2025
JID-1391,Full Stack Developer,CodeBase,"Seattle, WA",$148k,Part-time,"Kubernetes, AWS, Python, TensorFlow",2/23/2024
JID-6502,Cybersecurity Analyst,DevMasters,"Boston, MA",Negotiable,Full-time,"SQL, Docker, Kubernetes",7/19/2024
JID-3986,Cloud Architect,DataWave,"Boston, MA",Negotiable,Contract,"AWS, React",8/27/2025
JID-3396,AI Engineer,CloudNet,Remote,,Contract,"Docker, Kubernetes",10/25/2025
JID-9115,Frontend Developer,CloudNet,Remote,$147k,Contract,"React, SQL, Python, Java, AWS",5/21/2025
JID-3769,DevOps Engineer,ML Insights,Remote,,Contract,"Docker, React, C++, Node.js",04-01-2025
JID-8750,DevOps Engineer,WebWorld,"Austin, TX",$75k,Part-time,"Java, Docker",2/26/2024
JID-7886,Cybersecurity Analyst,ML Insights,Remote,$79k,Part-time,"TensorFlow, Python, Docker, Node.js",04-04-2025
JID-2366,Full Stack Developer,CyberSecure,"Boston, MA",,Contract,"Docker, Java, C++, AWS, SQL",5/20/2023
JID-2878,Frontend Developer,CodeBase,"Seattle, WA",Negotiable,Part-time,"React, Node.js, Java, TensorFlow",10/24/2023
JID-6515,Backend Developer,AI Solutions,"New York, NY",Negotiable,Full-time,"AWS, C++, TensorFlow, Python, React",10-10-2023
JID-1219,DevOps Engineer,AI Solutions,Remote,Negotiable,Full-time,"Docker, AWS, SQL, Java",12/24/2025
JID-3921,Data Scientist,ML Insights,"Los Angeles, CA",$135k,Contract,"React, Docker, AWS, SQL",8/14/2025
JID-7659,Cloud Architect,WebWorld,"New York, NY",,Full-time,"TensorFlow, C++, Node.js, Java, AWS",6/23/2024
JID-2408,Full Stack Developer,TechCorp,"San Francisco, CA",Negotiable,Full-time,"Node.js, React, Java",3/16/2025
JID-9266,Product Manager,TechCorp,"Los Angeles, CA",$119k,Part-time,"C++, Python",7/15/2023
JID-5068,Product Manager,CodeBase,"Austin, TX",Negotiable,Full-time,"Java, Docker, Kubernetes, TensorFlow",6/27/2024
JID-3739,Product Manager,ML Insights,"New York, NY",,Full-time,"Docker, React, C++, TensorFlow",7/19/2024
JID-2667,AI Engineer,CodeBase,"Seattle, WA",$101k,Full-time,"C++, TensorFlow, Python, Kubernetes",05-11-2023
JID-1402,Frontend Developer,,"Boston, MA",$70k,Full-time,"Docker, Python",1/24/2025
JID-1863,Frontend Developer,AI Solutions,"Seattle, WA",,Full-time,"Python, TensorFlow, Java",10/24/2024
JID-3850,Cybersecurity Analyst,TechCorp,Remote,,Part-time,"Node.js, Java, C++, Docker, Kubernetes",1/21/2024
JID-4384,Product Manager,,"San Francisco, CA",$56k,Part-time,"Node.js, React, SQL, AWS, Docker",08-07-2024
